"Days","Rater","Compound","Garden","RoseType","BushID","FlowerID"
24,4,6,2,2,10,41110
16,15,6,2,2,10,64484
19,13,7,1,1,10,32059
6,12,7,1,1,10,58906
13,7,7,1,2,10,77965
11,1,7,2,1,10,82624
7,11,7,2,1,10,83031
24,9,7,2,2,10,85509
7,4,7,2,2,10,77479
14,3,8,1,1,10,34881
10,4,8,1,2,10,68538
19,2,8,1,2,10,95379
14,6,8,2,1,10,4106
15,8,8,2,2,10,66287
21,9,8,2,2,10,27053
12,15,9,1,1,10,56787
16,6,9,1,1,10,6139
15,6,9,1,2,10,42715
12,12,9,2,1,10,30460
24,3,9,2,1,10,54749
13,7,9,2,2,10,23308
21,7,9,2,2,10,12489
7,10,10,1,1,10,8731
15,12,10,1,2,10,7951
24,7,10,1,2,10,6046
10,12,10,2,1,10,8201
16,2,10,2,1,10,44051
15,14,10,2,2,10,95192
16,15,11,1,1,10,57579
14,8,11,1,1,10,28442
24,6,11,1,2,10,80909
10,11,11,1,2,10,4190
24,3,11,2,1,10,53303
24,12,11,2,2,10,76033
20,3,11,2,2,10,27266
8,4,12,1,1,10,23441
10,11,12,1,1,10,39025
24,7,12,1,2,10,32737
20,9,12,2,1,10,6047
21,15,12,2,1,10,48982
21,6,12,2,2,10,65900
17,3,13,1,1,10,61273
11,1,13,1,1,10,6410
16,9,13,1,2,10,42008
8,1,13,1,2,10,71439
18,12,13,2,1,10,5775
13,6,13,2,2,10,82815
14,9,13,2,2,10,17679
16,5,14,1,1,10,19869
15,9,14,1,1,10,20377
14,4,14,1,2,10,10313
14,9,14,2,1,10,43906
24,6,14,2,1,10,93260
24,3,14,2,2,10,39129
23,6,14,2,2,10,82692
23,6,15,1,1,10,80689
10,9,15,1,2,10,98245
16,10,15,1,2,10,3688
10,2,15,2,1,10,62239
24,7,15,2,1,10,98748
17,7,15,2,2,10,60214
8,13,1,1,1,11,54932
6,4,1,1,1,11,70069
19,14,1,1,2,11,72933
15,7,1,1,2,11,31262
14,7,1,2,1,11,64577
16,5,1,2,2,11,86089
17,3,1,2,2,11,49416
18,2,2,1,1,11,7899
24,3,2,1,1,11,78923
20,9,2,1,2,11,70499
24,14,2,2,1,11,3254
21,12,2,2,1,11,22287
14,12,2,2,2,11,93129
18,7,2,2,2,11,11006
14,5,3,1,1,11,36195
24,1,3,1,2,11,93046
16,10,3,1,2,11,49621
16,4,3,2,1,11,40084
24,2,3,2,2,11,98987
17,1,3,2,2,11,33795
9,10,4,1,1,11,81207
10,7,4,1,1,11,10496
1,12,4,1,2,11,20892
5,15,4,2,1,11,45079
6,10,4,2,1,11,58607
11,7,4,2,2,11,62784
5,15,4,2,2,11,80239
15,10,5,1,1,11,57400
5,6,5,1,2,11,10254
11,11,5,1,2,11,48427
17,2,5,2,1,11,49548
24,2,5,2,1,11,80261
24,4,5,2,2,11,58238
8,14,6,1,1,11,94997
20,8,6,1,1,11,70453
17,6,6,1,2,11,73050
21,6,6,1,2,11,16729
7,11,6,2,1,11,29075
23,8,6,2,2,11,50891
23,15,6,2,2,11,19606
14,15,7,1,1,11,78669
21,15,7,1,1,11,16083
8,11,7,1,2,11,6674
4,4,7,2,1,11,77669
14,9,7,2,1,11,32787
13,14,7,2,2,11,21646
5,2,8,1,1,11,57675
8,14,8,1,1,11,12933
6,3,8,1,2,11,47139
8,13,8,1,2,11,32132
7,15,8,2,1,11,43254
17,8,8,2,2,11,24200
10,7,8,2,2,11,43446
17,5,9,1,1,11,74311
13,14,9,1,1,11,64123
7,15,9,1,2,11,10393
13,7,9,2,1,11,3066
19,14,9,2,1,11,14305
16,1,9,2,2,11,14487
10,8,9,2,2,11,88399
6,1,10,1,1,11,43774
20,9,10,1,2,11,70033
10,4,10,1,2,11,13647
9,2,10,2,1,11,78011
11,9,10,2,1,11,44503
14,1,10,2,2,11,84410
22,1,11,1,1,11,67629
24,14,11,1,1,11,22838
11,5,11,1,2,11,99148
3,11,11,1,2,11,31371
24,14,11,2,1,11,29934
12,1,11,2,2,11,14940
9,5,11,2,2,11,30405
5,8,12,1,1,11,28126
19,10,12,1,1,11,10820
11,12,12,1,2,11,3632
10,13,12,2,1,11,82240
15,13,12,2,1,11,11018
20,9,12,2,2,11,64611
16,15,13,1,1,11,58848
10,15,13,1,1,11,42110
6,4,13,1,2,11,48195
9,1,13,1,2,11,34148
22,14,13,2,1,11,45244
14,2,13,2,2,11,27001
12,10,13,2,2,11,37932
17,3,14,1,1,11,44003
11,14,14,1,1,11,12704
23,15,14,1,2,11,8684
14,5,14,2,1,11,20432
10,8,14,2,1,11,1258
10,13,14,2,2,11,15478
9,10,14,2,2,11,8492
13,15,15,1,1,11,82564
13,10,15,1,2,11,95520
15,1,15,1,2,11,60180
6,8,15,2,1,11,72422
13,5,15,2,1,11,44677
24,6,15,2,2,11,79845
6,2,1,1,1,12,16208
4,11,1,1,1,12,4669
2,11,1,1,2,12,98784
6,9,1,1,2,12,18874
4,1,1,2,1,12,15069
4,2,1,2,2,12,47428
3,6,1,2,2,12,77814
5,10,2,1,1,12,88706
13,6,2,1,1,12,25083
5,10,2,1,2,12,96698
10,4,2,2,1,12,49931
3,13,2,2,1,12,20951
15,4,2,2,2,12,33276
6,5,3,1,1,12,79457
1,4,3,1,1,12,57288
5,14,3,1,2,12,45418
7,5,3,1,2,12,293
5,11,3,2,1,12,39217
5,4,3,2,2,12,91300
9,13,3,2,2,12,46029
1,11,4,1,1,12,47873
1,4,4,1,1,12,92391
1,6,4,1,2,12,76798
7,8,4,2,1,12,91012
4,13,4,2,1,12,8656
1,1,4,2,2,12,80550
1,4,4,2,2,12,43176
12,6,5,1,1,12,84013
1,14,5,1,2,12,64348
3,1,5,1,2,12,6337
6,7,5,2,1,12,60884
11,10,5,2,1,12,79905
6,12,5,2,2,12,29394
11,9,6,1,1,12,62796
5,8,6,1,1,12,82721
3,15,6,1,2,12,62892
3,5,6,1,2,12,42118
2,3,6,2,1,12,31212
5,5,6,2,2,12,97080
7,13,6,2,2,12,19294
2,13,7,1,1,12,21125
3,14,7,1,1,12,45515
1,11,7,1,2,12,91645
3,4,7,2,1,12,48007
3,12,7,2,1,12,37348
1,5,7,2,2,12,83520
2,12,8,1,1,12,91137
1,10,8,1,1,12,26640
5,9,8,1,2,12,59307
2,6,8,1,2,12,6923
5,8,8,2,1,12,55894
3,9,8,2,2,12,13002
7,8,8,2,2,12,62235
5,1,9,1,1,12,30248
1,5,9,1,1,12,35824
2,11,9,1,2,12,8889
3,15,9,2,1,12,23664
6,7,9,2,1,12,15332
2,15,9,2,2,12,71785
3,9,9,2,2,12,26156
1,8,10,1,1,12,56591
1,9,10,1,2,12,16330
2,6,10,1,2,12,56161
5,12,10,2,1,12,38891
1,1,10,2,1,12,78872
1,5,10,2,2,12,63330
5,4,11,1,1,12,74404
10,2,11,1,1,12,391
8,12,11,1,2,12,46231
6,1,11,1,2,12,70023
5,4,11,2,1,12,62180
1,12,11,2,2,12,51174
3,1,11,2,2,12,63652
20,9,12,1,1,12,28271
1,4,12,1,1,12,87670
5,15,12,1,2,12,54656
6,14,12,2,1,12,29657
4,12,12,2,1,12,4882
8,9,12,2,2,12,98479
12,1,13,1,1,12,93672
4,6,13,1,1,12,82095
2,4,13,1,2,12,75692
3,4,13,1,2,12,51902
12,8,13,2,1,12,76508
4,15,13,2,2,12,16449
8,8,13,2,2,12,42849
6,12,14,1,1,12,65365
4,3,14,1,1,12,28325
2,8,14,1,2,12,82803
3,14,14,2,1,12,19521
3,7,14,2,1,12,81873
2,10,14,2,2,12,16404
2,9,14,2,2,12,76927
15,9,15,1,1,12,71215
11,6,15,1,2,12,46049
2,11,15,1,2,12,9662
4,2,15,2,1,12,24752
4,11,15,2,1,12,51746
17,6,15,2,2,12,32483
8,10,1,1,1,13,83125
4,11,1,1,1,13,16886
3,5,1,1,2,13,34938
12,1,1,1,2,13,9209
12,10,1,2,1,13,50316
19,8,1,2,2,13,85504
7,7,1,2,2,13,36153
10,13,2,1,1,13,92788
24,9,2,1,1,13,90812
5,1,2,1,2,13,62405
17,4,2,2,1,13,50250
16,6,2,2,1,13,37110
12,14,2,2,2,13,4504
17,12,3,1,1,13,24095
11,10,3,1,1,13,25592
14,3,3,1,2,13,85075
20,6,3,1,2,13,4488
9,1,3,2,1,13,65372
21,9,3,2,2,13,32193
14,2,3,2,2,13,58841
24,9,4,1,1,13,99308
7,4,4,1,1,13,45105
6,6,4,1,2,13,45888
5,12,4,2,1,13,58065
10,3,4,2,1,13,85134
10,14,4,2,2,13,38216
8,11,4,2,2,13,32703
15,7,5,1,1,13,41795
7,5,5,1,2,13,2986
4,2,5,1,2,13,56750
7,6,5,2,1,13,79891
24,3,5,2,1,13,80984
7,12,5,2,2,13,26856
12,14,6,1,1,13,51446
3,11,6,1,1,13,58781
10,12,6,1,2,13,78163
10,4,6,1,2,13,6817
4,2,6,2,1,13,98315
7,8,6,2,2,13,82248
22,2,6,2,2,13,6308
3,14,7,1,1,13,57115
5,9,7,1,1,13,13227
10,11,7,1,2,13,14460
5,7,7,2,1,13,7186
24,14,7,2,1,13,69687
9,4,7,2,2,13,79706
2,10,8,1,1,13,78135
9,14,8,1,1,13,17305
5,2,8,1,2,13,77112
12,12,8,1,2,13,41294
4,10,8,2,1,13,95263
2,4,8,2,2,13,71033
4,13,8,2,2,13,70757
10,13,9,1,1,13,38096
5,9,9,1,1,13,81148
6,1,9,1,2,13,56438
5,6,9,2,1,13,63649
18,11,9,2,1,13,20031
8,11,9,2,2,13,94014
6,11,9,2,2,13,23034
6,5,10,1,1,13,81850
9,6,10,1,2,13,57794
10,12,10,1,2,13,59144
16,8,10,2,1,13,32030
12,7,10,2,1,13,98769
4,10,10,2,2,13,42977
11,14,11,1,1,13,20023
24,3,11,1,1,13,78435
6,5,11,1,2,13,33881
13,3,11,1,2,13,77717
19,9,11,2,1,13,73010
9,7,11,2,2,13,71528
9,13,11,2,2,13,19830
24,3,12,1,1,13,88011
10,14,12,1,2,13,30803
3,7,12,1,2,13,73690
5,1,12,2,1,13,68140
6,5,12,2,1,13,49308
18,3,12,2,2,13,52399
7,11,13,1,1,13,60399
9,15,13,1,1,13,87059
12,6,13,1,2,13,1910
6,1,13,1,2,13,51389
12,3,13,2,1,13,70520
5,1,13,2,2,13,12713
18,9,13,2,2,13,60737
5,10,14,1,1,13,36621
9,3,14,1,1,13,72563
2,14,14,1,2,13,21575
6,3,14,2,1,13,50445
10,11,14,2,1,13,11438
4,4,14,2,2,13,65602
20,7,14,2,2,13,5406
12,15,15,1,1,13,85727
24,1,15,1,2,13,21741
17,3,15,1,2,13,35544
11,11,15,2,1,13,91881
22,4,15,2,1,13,37951
10,1,15,2,2,13,32948
7,12,1,1,1,14,76469
7,15,1,1,1,14,85919
21,13,1,1,2,14,24902
18,3,1,1,2,14,56382
13,2,1,2,1,14,38898
12,3,1,2,2,14,82719
7,13,1,2,2,14,79322
15,15,2,1,1,14,86666
18,2,2,1,1,14,19619
21,14,2,1,2,14,91170
17,10,2,2,1,14,6404
15,10,2,2,1,14,16112
9,8,2,2,2,14,51482
14,11,3,1,1,14,23218
19,7,3,1,1,14,50741
4,5,3,1,2,14,53552
23,7,3,1,2,14,94158
15,6,3,2,1,14,95711
13,15,3,2,2,14,30102
24,2,3,2,2,14,70402
17,3,4,1,1,14,60638
15,10,4,1,1,14,64830
12,12,4,1,2,14,23701
12,12,4,2,1,14,36818
8,10,4,2,1,14,51815
18,13,4,2,2,14,74383
11,4,4,2,2,14,87387
24,13,5,1,1,14,46970
9,4,5,1,2,14,87139
10,10,5,1,2,14,4454
10,8,5,2,1,14,99163
12,4,5,2,1,14,46046
18,14,5,2,2,14,95512
19,8,6,1,1,14,24771
23,6,6,1,1,14,80130
13,7,6,1,2,14,15607
19,2,6,1,2,14,76796
13,8,6,2,1,14,12432
18,4,6,2,2,14,66435
16,1,6,2,2,14,47946
13,11,7,1,1,14,54769
6,10,7,1,2,14,54668
12,14,7,1,2,14,67679
12,6,7,2,1,14,678
24,1,7,2,1,14,64794
15,4,7,2,2,14,10543
15,6,8,1,1,14,95579
10,6,8,1,1,14,8262
10,3,8,1,2,14,90934
9,10,8,1,2,14,97327
4,10,8,2,1,14,96102
18,5,8,2,2,14,11612
24,3,8,2,2,14,71407
8,3,9,1,1,14,29935
7,13,9,1,1,14,52373
3,11,9,1,2,14,24335
5,8,9,2,1,14,54923
17,7,9,2,1,14,73801
5,9,9,2,2,14,43396
8,7,9,2,2,14,39111
14,9,10,1,1,14,58010
10,15,10,1,2,14,17720
6,15,10,1,2,14,77567
19,13,10,2,1,14,4886
16,10,10,2,1,14,86442
16,9,10,2,2,14,63384
11,9,11,1,1,14,82308
24,13,11,1,1,14,414
14,5,11,1,2,14,18475
17,2,11,1,2,14,27132
13,15,11,2,1,14,1408
21,4,11,2,2,14,89060
12,10,11,2,2,14,15864
11,1,12,1,1,14,3038
12,12,12,1,2,14,4705
24,6,12,1,2,14,13462
15,5,12,2,1,14,74520
20,6,12,2,1,14,6419
7,10,12,2,2,14,70903
16,4,13,1,1,14,36892
20,5,13,1,1,14,54007
10,7,13,1,2,14,74865
24,4,13,1,2,14,14873
24,11,13,2,1,14,53611
16,10,13,2,2,14,47923
15,8,13,2,2,14,43640
11,11,14,1,1,14,55947
15,3,14,1,1,14,57272
20,11,14,1,2,14,49497
13,1,14,2,1,14,24316
11,12,14,2,1,14,52189
24,13,14,2,2,14,98143
22,8,14,2,2,14,16657
21,12,15,1,1,14,76230
24,14,15,1,2,14,54706
16,6,15,1,2,14,59958
23,10,15,2,1,14,42879
22,11,15,2,1,14,94916
18,1,15,2,2,14,59762
17,15,1,1,1,15,82546
11,13,1,1,1,15,81728
13,13,1,1,2,15,50044
7,11,1,1,2,15,79287
24,13,1,2,1,15,49130
21,3,1,2,2,15,83979
14,2,1,2,2,15,25609
10,1,2,1,1,15,63865
24,15,2,1,2,15,6891
24,2,2,1,2,15,12465
17,4,2,2,1,15,80043
10,10,2,2,1,15,28904
24,15,2,2,2,15,7044
24,8,3,1,1,15,88107
24,14,3,1,1,15,21423
16,12,3,1,2,15,80881
21,3,3,1,2,15,3208
24,8,3,2,1,15,43249
24,3,3,2,2,15,23553
22,5,3,2,2,15,30735
16,13,4,1,1,15,40167
14,1,4,1,1,15,11944
21,15,4,1,2,15,66113
24,12,4,2,1,15,31682
24,2,4,2,1,15,63211
9,15,4,2,2,15,54233
24,13,4,2,2,15,87832
23,9,5,1,1,15,29831
17,11,5,1,2,15,57678
18,11,5,1,2,15,34935
24,7,5,2,1,15,21392
24,1,5,2,1,15,92218
12,15,5,2,2,15,15637
24,4,6,1,1,15,84120
17,6,6,1,1,15,94880
24,1,6,1,2,15,66431
9,10,6,1,2,15,5878
22,11,6,2,1,15,6902
24,8,6,2,2,15,16123
17,7,6,2,2,15,30760
17,1,7,1,1,15,46587
17,15,7,1,2,15,12455
18,14,7,1,2,15,47044
19,14,7,2,1,15,43559
19,8,7,2,1,15,24309
12,12,7,2,2,15,42738
14,15,8,1,1,15,65204
12,6,8,1,1,15,88355
24,2,8,1,2,15,48529
6,7,8,1,2,15,34871
24,1,8,2,1,15,95630
13,12,8,2,2,15,7417
17,4,8,2,2,15,31112
13,12,9,1,1,15,93783
14,10,9,1,1,15,98223
24,1,9,1,2,15,27769
17,5,9,2,1,15,93649
22,9,9,2,1,15,98072
19,5,9,2,2,15,14980
11,9,9,2,2,15,56840
19,8,10,1,1,15,4822
10,13,10,1,2,15,92078
24,9,10,1,2,15,26860
19,2,10,2,1,15,28664
24,3,10,2,1,15,32429
16,2,10,2,2,15,24965
23,6,11,1,1,15,51977
24,5,11,1,1,15,3674
14,14,11,1,2,15,43555
24,2,11,1,2,15,48603
24,2,11,2,1,15,19300
13,3,11,2,2,15,75686
23,1,11,2,2,15,69796
24,14,12,1,1,15,37477
16,15,12,1,2,15,41034
12,5,12,1,2,15,6718
21,5,12,2,1,15,96826
15,12,12,2,1,15,37078
24,7,12,2,2,15,79195
17,15,13,1,1,15,89058
15,6,13,1,1,15,75828
19,14,13,1,2,15,32278
24,4,13,1,2,15,65087
18,8,13,2,1,15,66161
24,2,13,2,2,15,68310
24,14,13,2,2,15,71791
12,1,14,1,1,15,68528
8,14,14,1,1,15,10138
24,3,14,1,2,15,1550
24,6,14,2,1,15,33376
22,10,14,2,1,15,89799
20,11,14,2,2,15,99348
11,10,14,2,2,15,77825
15,11,15,1,1,15,56143
6,10,15,1,2,15,99130
24,12,15,1,2,15,90696
24,14,15,2,1,15,25540
11,14,15,2,1,15,94807
21,13,15,2,2,15,40563
10,11,1,1,1,16,80270
15,11,1,1,1,16,64430
13,7,1,1,2,16,37426
8,1,1,1,2,16,603
5,5,1,2,1,16,10639
24,10,1,2,2,16,5080
14,15,1,2,2,16,82316
22,10,2,1,1,16,25136
10,15,2,1,2,16,17624
18,4,2,1,2,16,94156
5,12,2,2,1,16,82932
24,8,2,2,1,16,68960
15,12,2,2,2,16,58526
23,14,3,1,1,16,40178
10,7,3,1,1,16,45516
7,2,3,1,2,16,60191
17,11,3,1,2,16,96096
24,11,3,2,1,16,6466
21,15,3,2,2,16,89167
12,12,3,2,2,16,17248
11,7,4,1,1,16,82840
10,14,4,1,1,16,53280
9,10,4,1,2,16,39110
15,9,4,2,1,16,72812
15,2,4,2,1,16,91335
14,14,4,2,2,16,26294
12,5,4,2,2,16,69950
7,15,5,1,1,16,26765
10,3,5,1,2,16,78489
11,12,5,1,2,16,50698
18,4,5,2,1,16,30282
23,7,5,2,1,16,58937
10,3,5,2,2,16,7292
12,1,6,1,1,16,55862
13,4,6,1,1,16,51760
24,14,6,1,2,16,20581
24,10,6,1,2,16,53319
24,8,6,2,1,16,60777
18,5,6,2,2,16,10390
14,15,6,2,2,16,42937
7,6,7,1,1,16,41779
12,4,7,1,2,16,85886
12,12,7,1,2,16,47120
16,15,7,2,1,16,67555
23,4,7,2,1,16,59741
10,11,7,2,2,16,10913
14,5,8,1,1,16,58590
15,3,8,1,1,16,32364
24,6,8,1,2,16,29710
22,13,8,1,2,16,11746
12,10,8,2,1,16,11932
12,3,8,2,2,16,17484
10,1,8,2,2,16,33250
15,8,9,1,1,16,26265
23,8,9,1,1,16,38100
7,7,9,1,2,16,23170
14,7,9,2,1,16,65032
13,13,9,2,1,16,77312
15,3,9,2,2,16,66841
18,1,9,2,2,16,53570
19,4,10,1,1,16,53344
10,8,10,1,2,16,12832
16,3,10,1,2,16,14618
12,13,10,2,1,16,59164
9,15,10,2,1,16,52745
6,5,10,2,2,16,56582
24,9,11,1,1,16,64626
18,13,11,1,1,16,77163
17,2,11,1,2,16,26744
16,8,11,2,1,16,99253
19,9,11,2,1,16,55781
18,8,11,2,2,16,47394
24,12,11,2,2,16,28646
24,6,12,1,1,16,4650
15,10,12,1,2,16,35557
23,15,12,1,2,16,9925
12,5,12,2,1,16,64629
13,6,12,2,1,16,67205
12,1,12,2,2,16,77627
24,1,13,1,1,16,35455
24,13,13,1,1,16,97624
20,5,13,1,2,16,67752
2,11,13,1,2,16,55078
8,5,13,2,1,16,78548
19,6,13,2,2,16,35056
15,9,13,2,2,16,50406
24,9,14,1,1,16,89522
13,1,14,1,1,16,90922
6,8,14,1,2,16,59283
11,15,14,2,1,16,70655
6,7,14,2,1,16,40428
19,12,14,2,2,16,34352
6,3,14,2,2,16,21291
24,11,15,1,1,16,87173
7,8,15,1,2,16,79383
22,5,15,1,2,16,66837
8,10,15,2,1,16,68521
24,2,15,2,1,16,75785
14,8,15,2,2,16,63181
8,12,1,1,1,17,70208
6,5,1,1,1,17,57306
21,2,1,1,2,17,34680
12,4,1,1,2,17,9121
11,8,1,2,1,17,79868
9,2,1,2,2,17,62811
10,4,1,2,2,17,35043
10,13,2,1,1,17,33573
8,14,2,1,2,17,77953
9,13,2,1,2,17,27638
15,3,2,2,1,17,95847
15,8,2,2,1,17,13704
3,10,2,2,2,17,58275
18,9,3,1,1,17,30865
14,12,3,1,1,17,38559
13,10,3,1,2,17,62614
14,7,3,1,2,17,10697
17,13,3,2,1,17,40197
11,12,3,2,2,17,58334
11,10,3,2,2,17,61251
2,13,4,1,1,17,66679
16,13,4,1,1,17,7320
6,7,4,1,2,17,39782
6,14,4,2,1,17,51909
5,7,4,2,1,17,14283
5,7,4,2,2,17,13501
5,6,4,2,2,17,6263
10,6,5,1,1,17,36946
18,1,5,1,2,17,4673
8,8,5,1,2,17,3332
24,13,5,2,1,17,31452
8,5,5,2,1,17,45948
10,10,5,2,2,17,33358
12,1,6,1,1,17,76117
19,13,6,1,1,17,61489
21,8,6,1,2,17,70512
6,2,6,2,1,17,81898
10,1,6,2,1,17,27364
10,15,6,2,2,17,3250
10,12,6,2,2,17,97399
4,5,7,1,1,17,31708
10,15,7,1,2,17,7852
6,13,7,1,2,17,98138
9,6,7,2,1,17,4199
9,12,7,2,1,17,85875
5,6,7,2,2,17,21716
10,12,8,1,1,17,65730
3,3,8,1,1,17,70854
5,14,8,1,2,17,509
17,3,8,1,2,17,22138
7,12,8,2,1,17,55808
6,15,8,2,2,17,51417
9,9,8,2,2,17,542
12,2,9,1,1,17,33982
18,9,9,1,1,17,24555
17,7,9,1,2,17,13762
3,13,9,2,1,17,71131
9,9,9,2,1,17,93330
6,14,9,2,2,17,67078
8,7,9,2,2,17,54677
9,8,10,1,1,17,85161
5,12,10,1,2,17,84361
8,6,10,1,2,17,40144
6,7,10,2,1,17,36667
13,11,10,2,1,17,54372
4,13,10,2,2,17,69361
5,3,11,1,1,17,80242
14,13,11,1,1,17,59368
6,2,11,1,2,17,784
13,4,11,2,1,17,45528
10,7,11,2,1,17,8066
10,15,11,2,2,17,43501
13,7,11,2,2,17,28718
10,13,12,1,1,17,78108
6,4,12,1,2,17,68396
5,14,12,1,2,17,43621
8,6,12,2,1,17,7149
9,12,12,2,1,17,51045
7,11,12,2,2,17,9707
7,5,13,1,1,17,2180
5,10,13,1,1,17,8812
8,3,13,1,2,17,29430
7,4,13,1,2,17,24615
7,10,13,2,1,17,26633
9,13,13,2,2,17,67699
11,12,13,2,2,17,28976
13,13,14,1,1,17,33110
9,1,14,1,1,17,99880
7,1,14,1,2,17,54128
16,4,14,2,1,17,99842
4,12,14,2,1,17,61415
14,3,14,2,2,17,12945
10,9,14,2,2,17,64236
8,6,15,1,1,17,1261
11,3,15,1,2,17,70300
15,14,15,1,2,17,16126
12,11,15,2,1,17,63944
19,7,15,2,1,17,34386
13,4,15,2,2,17,84477
19,14,1,1,1,18,77992
9,13,1,1,1,18,90617
10,13,1,1,2,18,88939
16,3,1,2,1,18,2877
10,1,1,2,1,18,68603
9,9,1,2,2,18,67758
8,14,1,2,2,18,51965
24,12,2,1,1,18,61527
13,1,2,1,2,18,56428
24,8,2,1,2,18,45224
24,3,2,2,1,18,56771
22,3,2,2,1,18,59341
20,9,2,2,2,18,44276
11,13,3,1,1,18,92319
7,14,3,1,1,18,28651
9,15,3,1,2,18,76387
3,7,3,1,2,18,56742
11,6,3,2,1,18,7077
12,6,3,2,2,18,77130
12,1,3,2,2,18,25668
9,15,4,1,1,18,78937
4,8,4,1,1,18,76864
7,7,4,1,2,18,92403
7,5,4,2,1,18,4582
8,4,4,2,1,18,40330
13,10,4,2,2,18,86765
14,2,4,2,2,18,97837
7,11,5,1,1,18,22077
8,15,5,1,2,18,59999
11,5,5,1,2,18,98709
8,2,5,2,1,18,20625
20,1,5,2,1,18,24620
2,5,5,2,2,18,39794
8,15,6,1,1,18,87222
8,14,6,1,1,18,60725
14,6,6,1,2,18,94632
9,13,6,2,1,18,59750
12,10,6,2,1,18,47699
16,11,6,2,2,18,72135
6,1,6,2,2,18,36866
21,6,7,1,1,18,17632
16,15,7,1,2,18,61812
4,3,7,1,2,18,55978
6,11,7,2,1,18,75496
5,10,7,2,1,18,89902
7,6,7,2,2,18,81351
6,10,8,1,1,18,72112
6,10,8,1,1,18,41448
6,1,8,1,2,18,13754
7,11,8,1,2,18,78578
5,1,8,2,1,18,73899
12,3,8,2,2,18,23783
11,10,8,2,2,18,79070
6,8,9,1,1,18,59890
9,5,9,1,1,18,16341
6,11,9,1,2,18,24490
4,11,9,2,1,18,27823
15,14,9,2,1,18,18999
11,8,9,2,2,18,95335
24,3,9,2,2,18,39307
12,14,10,1,1,18,32573
6,12,10,1,2,18,20386
7,12,10,1,2,18,60275
10,14,10,2,1,18,54540
10,6,10,2,1,18,93131
8,3,10,2,2,18,98727
14,3,11,1,1,18,45701
6,2,11,1,1,18,60142
9,3,11,1,2,18,82885
7,2,11,2,1,18,20631
19,7,11,2,1,18,36124
15,11,11,2,2,18,41561
7,14,11,2,2,18,9777
10,11,12,1,1,18,43541
8,1,12,1,2,18,27387
9,2,12,1,2,18,30398
7,8,12,2,1,18,32481
8,10,12,2,1,18,46610
9,11,12,2,2,18,41810
20,2,13,1,1,18,11043
16,12,13,1,1,18,72935
6,6,13,1,2,18,39870
16,4,13,1,2,18,48430
13,4,13,2,1,18,85535
14,9,13,2,2,18,57943
12,10,13,2,2,18,82801
10,7,14,1,1,18,51314
8,5,14,1,1,18,79597
10,2,14,1,2,18,21962
14,4,14,2,1,18,20861
4,10,14,2,1,18,70921
13,11,14,2,2,18,92299
9,13,14,2,2,18,72772
24,9,15,1,1,18,23605
16,12,15,1,2,18,85584
15,9,15,1,2,18,20529
19,5,15,2,1,18,69696
15,3,15,2,2,18,19375
24,2,15,2,2,18,19151
4,7,1,1,1,19,82621
12,6,1,1,1,19,64759
7,4,1,1,2,19,37974
8,9,1,2,1,19,5193
19,15,1,2,1,19,25829
2,4,1,2,2,19,74365
7,10,1,2,2,19,51404
16,6,2,1,1,19,35609
14,7,2,1,2,19,77982
24,3,2,1,2,19,86677
24,9,2,2,1,19,18366
13,6,2,2,1,19,2013
22,13,2,2,2,19,9207
20,2,3,1,1,19,67600
11,4,3,1,1,19,35004
13,3,3,1,2,19,78691
10,14,3,1,2,19,22407
6,10,3,2,1,19,56912
15,13,3,2,2,19,2295
8,12,3,2,2,19,78721
10,9,4,1,1,19,2267
9,14,4,1,1,19,74119
4,5,4,1,2,19,5727
9,8,4,2,1,19,43569
4,5,4,2,1,19,98442
5,6,4,2,2,19,76634
7,8,4,2,2,19,36677
5,10,5,1,1,19,12138
4,6,5,1,2,19,14741
11,11,5,1,2,19,66587
10,4,5,2,1,19,36374
2,1,5,2,1,19,67890
16,13,5,2,2,19,81722
13,4,6,1,1,19,88491
21,8,6,1,1,19,6597
5,10,6,1,2,19,33001
10,15,6,2,1,19,27150
18,8,6,2,1,19,66695
14,15,6,2,2,19,5302
11,15,6,2,2,19,30739
13,6,7,1,1,19,84435
3,10,7,1,2,19,37333
9,13,7,1,2,19,74658
8,15,7,2,1,19,5426
8,15,7,2,1,19,91814
10,7,7,2,2,19,51362
2,5,8,1,1,19,21226
20,7,8,1,1,19,8515
12,14,8,1,2,19,54354
12,14,8,1,2,19,38543
9,1,8,2,1,19,93945
7,13,8,2,2,19,88143
7,2,8,2,2,19,69359
3,1,9,1,1,19,11305
4,15,9,1,1,19,4356
5,13,9,1,2,19,11472
5,7,9,2,1,19,61506
14,4,9,2,1,19,16190
14,5,9,2,2,19,59019
11,14,9,2,2,19,47529
13,14,10,1,1,19,93251
11,15,10,1,2,19,23122
9,7,10,1,2,19,16121
7,1,10,2,1,19,24625
6,12,10,2,2,19,33332
14,6,10,2,2,19,42568
12,13,11,1,1,19,63947
10,3,11,1,1,19,69607
16,3,11,1,2,19,95237
12,7,11,2,1,19,855
11,15,11,2,1,19,39333
2,10,11,2,2,19,78095
12,6,11,2,2,19,74171
10,9,12,1,1,19,44440
4,12,12,1,2,19,84213
11,8,12,1,2,19,39973
14,3,12,2,1,19,96869
4,4,12,2,1,19,10780
